run_id,created_at_utc,experiment_key,experiment_version,test_dataset,symbol,interval,model_name,profile,seed,n_train_datasets,train_datasets_json,n_train_rows,n_test_rows,cv_splits,cv_best_roc_auc,cv_best_accuracy,test_roc_auc,test_accuracy,best_params_json,threshold_long,threshold_short,commission,slippage,total_return_pct,buy_hold_return_pct,excess_return_pct,sharpe,max_drawdown_pct,annualized_return_pct,num_trades,signal_coverage,feature_columns_json,model_path,metadata_path,candle_path,summary_path
ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225,2026-04-21T08:06:46.773848+00:00,4f58887e7e357ccebe5c0363,loo_ml_v1,AAPL_1d,AAPL,1d,logistic,standard,42,14,"[""AMZN_1d"", ""AUDUSD=X_1d"", ""BTC-USD_1d"", ""ETH-USD_1d"", ""EURUSD=X_1d"", ""GBPUSD=X_1d"", ""GLD_1d"", ""GOOGL_1d"", ""JPM_1d"", ""JPYUSD=X_1d"", ""MSFT_1d"", ""USO_1d"", ""^DJI_1d"", ""^GSPC_1d""]",17500,1250,5,0.6365165642185142,0.5990666666666666,0.49636486014345316,0.496,"{""clf__C"": 0.01}",0.55,0.45,0.001,0.0,-46.881470283764926,108.60188530384364,-155.48335558760857,-0.5483701133887626,56.87376785901706,-16.867307757963435,243,0.7192,"[""ret_1"", ""ret_3"", ""ret_5"", ""ret_10"", ""close_ma20_ratio"", ""close_ma50_ratio"", ""ma20_slope"", ""ma50_slope"", ""rolling_std_10"", ""atr_close"", ""rsi_14"", ""roc_10"", ""intrabar_pos"", ""breakout_dist_20""]",models\ml_registry\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AAPL_1d\logistic\model.joblib,models\ml_registry\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AAPL_1d\logistic\metadata.json,analysis\results\ml\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AAPL_1d_logistic.csv,analysis\results\ml\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\summary.csv
ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225,2026-04-21T08:07:47.186743+00:00,d5e6eabca0041f74f6ae1d2e,loo_ml_v1,AAPL_1d,AAPL,1d,random_forest,standard,42,14,"[""AMZN_1d"", ""AUDUSD=X_1d"", ""BTC-USD_1d"", ""ETH-USD_1d"", ""EURUSD=X_1d"", ""GBPUSD=X_1d"", ""GLD_1d"", ""GOOGL_1d"", ""JPM_1d"", ""JPYUSD=X_1d"", ""MSFT_1d"", ""USO_1d"", ""^DJI_1d"", ""^GSPC_1d""]",17500,1250,5,0.6485442786205392,0.6079733333333334,0.5276142178925951,0.5312,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",0.55,0.45,0.001,0.0,21.895826547119725,108.60188530384364,-86.70605875672392,0.4034609428514577,18.069589479215196,5.951897828787489,184,0.2424,"[""ret_1"", ""ret_3"", ""ret_5"", ""ret_10"", ""close_ma20_ratio"", ""close_ma50_ratio"", ""ma20_slope"", ""ma50_slope"", ""rolling_std_10"", ""atr_close"", ""rsi_14"", ""roc_10"", ""intrabar_pos"", ""breakout_dist_20""]",models\ml_registry\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AAPL_1d\random_forest\model.joblib,models\ml_registry\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AAPL_1d\random_forest\metadata.json,analysis\results\ml\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AAPL_1d_random_forest.csv,analysis\results\ml\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\summary.csv
ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225,2026-04-21T08:16:48.276257+00:00,315b7c4650181eef31e70fe8,loo_ml_v1,AAPL_1d,AAPL,1d,gradient_boosting,standard,42,14,"[""AMZN_1d"", ""AUDUSD=X_1d"", ""BTC-USD_1d"", ""ETH-USD_1d"", ""EURUSD=X_1d"", ""GBPUSD=X_1d"", ""GLD_1d"", ""GOOGL_1d"", ""JPM_1d"", ""JPYUSD=X_1d"", ""MSFT_1d"", ""USO_1d"", ""^DJI_1d"", ""^GSPC_1d""]",17500,1250,5,0.6473622468188376,0.6031466666666667,0.5272365743880634,0.5272,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""subsample"": 0.7}",0.55,0.45,0.001,0.0,34.052843322867886,108.60188530384364,-74.54904198097576,0.5003354251331942,20.36596458055958,8.93428839634054,296,0.4344,"[""ret_1"", ""ret_3"", ""ret_5"", ""ret_10"", ""close_ma20_ratio"", ""close_ma50_ratio"", ""ma20_slope"", ""ma50_slope"", ""rolling_std_10"", ""atr_close"", ""rsi_14"", ""roc_10"", ""intrabar_pos"", ""breakout_dist_20""]",models\ml_registry\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AAPL_1d\gradient_boosting\model.joblib,models\ml_registry\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AAPL_1d\gradient_boosting\metadata.json,analysis\results\ml\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AAPL_1d_gradient_boosting.csv,analysis\results\ml\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\summary.csv
ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225,2026-04-21T08:16:48.653730+00:00,d1ce5eb1a1297786c0c732f7,loo_ml_v1,AMZN_1d,AMZN,1d,logistic,standard,42,14,"[""AAPL_1d"", ""AUDUSD=X_1d"", ""BTC-USD_1d"", ""ETH-USD_1d"", ""EURUSD=X_1d"", ""GBPUSD=X_1d"", ""GLD_1d"", ""GOOGL_1d"", ""JPM_1d"", ""JPYUSD=X_1d"", ""MSFT_1d"", ""USO_1d"", ""^DJI_1d"", ""^GSPC_1d""]",17500,1250,5,0.635580254113012,0.5988,0.5058231882275783,0.5032,"{""clf__C"": 0.01}",0.55,0.45,0.001,0.0,-3.5020846094911406,45.30216592168359,-48.80425053117473,0.14918871317725965,39.71637837443068,-1.0355453014312177,259,0.696,"[""ret_1"", ""ret_3"", ""ret_5"", ""ret_10"", ""close_ma20_ratio"", ""close_ma50_ratio"", ""ma20_slope"", ""ma50_slope"", ""rolling_std_10"", ""atr_close"", ""rsi_14"", ""roc_10"", ""intrabar_pos"", ""breakout_dist_20""]",models\ml_registry\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AMZN_1d\logistic\model.joblib,models\ml_registry\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AMZN_1d\logistic\metadata.json,analysis\results\ml\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AMZN_1d_logistic.csv,analysis\results\ml\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\summary.csv
ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225,2026-04-21T08:17:51.882778+00:00,79daeea8024f52fdc705f0ed,loo_ml_v1,AMZN_1d,AMZN,1d,random_forest,standard,42,14,"[""AAPL_1d"", ""AUDUSD=X_1d"", ""BTC-USD_1d"", ""ETH-USD_1d"", ""EURUSD=X_1d"", ""GBPUSD=X_1d"", ""GLD_1d"", ""GOOGL_1d"", ""JPM_1d"", ""JPYUSD=X_1d"", ""MSFT_1d"", ""USO_1d"", ""^DJI_1d"", ""^GSPC_1d""]",17500,1250,5,0.6508835798807138,0.6129333333333333,0.5204695441875717,0.5144,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",0.55,0.45,0.001,0.0,-11.032982389033585,45.30216592168359,-56.33514831071717,-0.013428484599623258,32.38694591624988,-3.3560042867585183,168,0.2264,"[""ret_1"", ""ret_3"", ""ret_5"", ""ret_10"", ""close_ma20_ratio"", ""close_ma50_ratio"", ""ma20_slope"", ""ma50_slope"", ""rolling_std_10"", ""atr_close"", ""rsi_14"", ""roc_10"", ""intrabar_pos"", ""breakout_dist_20""]",models\ml_registry\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AMZN_1d\random_forest\model.joblib,models\ml_registry\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AMZN_1d\random_forest\metadata.json,analysis\results\ml\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AMZN_1d_random_forest.csv,analysis\results\ml\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\summary.csv
ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225,2026-04-21T08:26:57.338969+00:00,3d3506434f80439204609bba,loo_ml_v1,AMZN_1d,AMZN,1d,gradient_boosting,standard,42,14,"[""AAPL_1d"", ""AUDUSD=X_1d"", ""BTC-USD_1d"", ""ETH-USD_1d"", ""EURUSD=X_1d"", ""GBPUSD=X_1d"", ""GLD_1d"", ""GOOGL_1d"", ""JPM_1d"", ""JPYUSD=X_1d"", ""MSFT_1d"", ""USO_1d"", ""^DJI_1d"", ""^GSPC_1d""]",17500,1250,5,0.6491510812726083,0.608,0.528652238071815,0.5192,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""subsample"": 0.7}",0.55,0.45,0.001,0.0,-2.591045622098387,45.30216592168359,-47.89321154378197,0.13449247433351968,48.28934242738089,-0.7636291525156991,274,0.48,"[""ret_1"", ""ret_3"", ""ret_5"", ""ret_10"", ""close_ma20_ratio"", ""close_ma50_ratio"", ""ma20_slope"", ""ma50_slope"", ""rolling_std_10"", ""atr_close"", ""rsi_14"", ""roc_10"", ""intrabar_pos"", ""breakout_dist_20""]",models\ml_registry\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AMZN_1d\gradient_boosting\model.joblib,models\ml_registry\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AMZN_1d\gradient_boosting\metadata.json,analysis\results\ml\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AMZN_1d_gradient_boosting.csv,analysis\results\ml\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\summary.csv
ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225,2026-04-21T08:26:57.721421+00:00,e700fb950cb4721ca34378bb,loo_ml_v1,AUDUSD=X_1d,AUDUSD=X,1d,logistic,standard,42,14,"[""AAPL_1d"", ""AMZN_1d"", ""BTC-USD_1d"", ""ETH-USD_1d"", ""EURUSD=X_1d"", ""GBPUSD=X_1d"", ""GLD_1d"", ""GOOGL_1d"", ""JPM_1d"", ""JPYUSD=X_1d"", ""MSFT_1d"", ""USO_1d"", ""^DJI_1d"", ""^GSPC_1d""]",17500,1250,5,0.6068858379002284,0.56792,0.8729113599999999,0.8024,"{""clf__C"": 0.01}",0.55,0.45,0.001,0.0,-68.50184828104939,-5.486273821396159,-63.01557445965323,-3.0031464811816964,69.51598392104358,-28.63270427905166,219,0.768,"[""ret_1"", ""ret_3"", ""ret_5"", ""ret_10"", ""close_ma20_ratio"", ""close_ma50_ratio"", ""ma20_slope"", ""ma50_slope"", ""rolling_std_10"", ""atr_close"", ""rsi_14"", ""roc_10"", ""intrabar_pos"", ""breakout_dist_20""]",models\ml_registry\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AUDUSD=X_1d\logistic\model.joblib,models\ml_registry\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AUDUSD=X_1d\logistic\metadata.json,analysis\results\ml\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AUDUSD=X_1d_logistic.csv,analysis\results\ml\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\summary.csv
ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225,2026-04-21T08:28:01.275952+00:00,a64c46f584b59bff588c804b,loo_ml_v1,AUDUSD=X_1d,AUDUSD=X,1d,random_forest,standard,42,14,"[""AAPL_1d"", ""AMZN_1d"", ""BTC-USD_1d"", ""ETH-USD_1d"", ""EURUSD=X_1d"", ""GBPUSD=X_1d"", ""GLD_1d"", ""GOOGL_1d"", ""JPM_1d"", ""JPYUSD=X_1d"", ""MSFT_1d"", ""USO_1d"", ""^DJI_1d"", ""^GSPC_1d""]",17500,1250,5,0.6199434587513284,0.5872533333333334,0.8498252799999999,0.7864,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 500}",0.55,0.45,0.001,0.0,-70.97221208924289,-5.486273821396159,-65.48593826784673,-3.310757243528331,72.34589769498876,-30.31462028439975,142,0.812,"[""ret_1"", ""ret_3"", ""ret_5"", ""ret_10"", ""close_ma20_ratio"", ""close_ma50_ratio"", ""ma20_slope"", ""ma50_slope"", ""rolling_std_10"", ""atr_close"", ""rsi_14"", ""roc_10"", ""intrabar_pos"", ""breakout_dist_20""]",models\ml_registry\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AUDUSD=X_1d\random_forest\model.joblib,models\ml_registry\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AUDUSD=X_1d\random_forest\metadata.json,analysis\results\ml\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AUDUSD=X_1d_random_forest.csv,analysis\results\ml\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\summary.csv
ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225,2026-04-21T08:37:47.035153+00:00,b3881aa325d7090318cf2891,loo_ml_v1,AUDUSD=X_1d,AUDUSD=X,1d,gradient_boosting,standard,42,14,"[""AAPL_1d"", ""AMZN_1d"", ""BTC-USD_1d"", ""ETH-USD_1d"", ""EURUSD=X_1d"", ""GBPUSD=X_1d"", ""GLD_1d"", ""GOOGL_1d"", ""JPM_1d"", ""JPYUSD=X_1d"", ""MSFT_1d"", ""USO_1d"", ""^DJI_1d"", ""^GSPC_1d""]",17500,1250,5,0.6185658569326391,0.58696,0.8561791999999999,0.7864,"{""learning_rate"": 0.01, ""max_depth"": 4, ""n_estimators"": 700, ""subsample"": 0.7}",0.55,0.45,0.001,0.0,-70.36645647794948,-5.486273821396159,-64.88018265655333,-3.201622503185109,71.53831529279415,-29.893092979622672,154,0.8272,"[""ret_1"", ""ret_3"", ""ret_5"", ""ret_10"", ""close_ma20_ratio"", ""close_ma50_ratio"", ""ma20_slope"", ""ma50_slope"", ""rolling_std_10"", ""atr_close"", ""rsi_14"", ""roc_10"", ""intrabar_pos"", ""breakout_dist_20""]",models\ml_registry\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AUDUSD=X_1d\gradient_boosting\model.joblib,models\ml_registry\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AUDUSD=X_1d\gradient_boosting\metadata.json,analysis\results\ml\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\AUDUSD=X_1d_gradient_boosting.csv,analysis\results\ml\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\summary.csv
ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225,2026-04-21T08:37:47.427569+00:00,d0de1f41c7124ecf7fcfe063,loo_ml_v1,BTC-USD_1d,BTC-USD,1d,logistic,standard,42,14,"[""AAPL_1d"", ""AMZN_1d"", ""AUDUSD=X_1d"", ""ETH-USD_1d"", ""EURUSD=X_1d"", ""GBPUSD=X_1d"", ""GLD_1d"", ""GOOGL_1d"", ""JPM_1d"", ""JPYUSD=X_1d"", ""MSFT_1d"", ""USO_1d"", ""^DJI_1d"", ""^GSPC_1d""]",17500,1250,5,0.6355352230314193,0.5970666666666666,0.5229581387728353,0.5208,"{""clf__C"": 0.01}",0.55,0.45,0.001,0.0,-34.0725792324411,356.18482624582055,-390.25740547826166,-0.18723531442334324,60.212536920368564,-11.45433642510232,310,0.5328,"[""ret_1"", ""ret_3"", ""ret_5"", ""ret_10"", ""close_ma20_ratio"", ""close_ma50_ratio"", ""ma20_slope"", ""ma50_slope"", ""rolling_std_10"", ""atr_close"", ""rsi_14"", ""roc_10"", ""intrabar_pos"", ""breakout_dist_20""]",models\ml_registry\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\BTC-USD_1d\logistic\model.joblib,models\ml_registry\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\BTC-USD_1d\logistic\metadata.json,analysis\results\ml\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\BTC-USD_1d_logistic.csv,analysis\results\ml\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\summary.csv
ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225,2026-04-21T08:38:49.855825+00:00,531f7e64e099153700d14b4c,loo_ml_v1,BTC-USD_1d,BTC-USD,1d,random_forest,standard,42,14,"[""AAPL_1d"", ""AMZN_1d"", ""AUDUSD=X_1d"", ""ETH-USD_1d"", ""EURUSD=X_1d"", ""GBPUSD=X_1d"", ""GLD_1d"", ""GOOGL_1d"", ""JPM_1d"", ""JPYUSD=X_1d"", ""MSFT_1d"", ""USO_1d"", ""^DJI_1d"", ""^GSPC_1d""]",17500,1250,5,0.6465123807451305,0.60768,0.5553115015974441,0.528,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",0.55,0.45,0.001,0.0,95.54046624974659,356.18482624582055,-260.64435999607394,0.8876919753322335,27.63474341292319,21.63011034595559,175,0.2352,"[""ret_1"", ""ret_3"", ""ret_5"", ""ret_10"", ""close_ma20_ratio"", ""close_ma50_ratio"", ""ma20_slope"", ""ma50_slope"", ""rolling_std_10"", ""atr_close"", ""rsi_14"", ""roc_10"", ""intrabar_pos"", ""breakout_dist_20""]",models\ml_registry\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\BTC-USD_1d\random_forest\model.joblib,models\ml_registry\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\BTC-USD_1d\random_forest\metadata.json,analysis\results\ml\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\BTC-USD_1d_random_forest.csv,analysis\results\ml\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\summary.csv
ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225,2026-04-21T08:48:34.300857+00:00,c2d2be8cca75c88d2a476e9f,loo_ml_v1,BTC-USD_1d,BTC-USD,1d,gradient_boosting,standard,42,14,"[""AAPL_1d"", ""AMZN_1d"", ""AUDUSD=X_1d"", ""ETH-USD_1d"", ""EURUSD=X_1d"", ""GBPUSD=X_1d"", ""GLD_1d"", ""GOOGL_1d"", ""JPM_1d"", ""JPYUSD=X_1d"", ""MSFT_1d"", ""USO_1d"", ""^DJI_1d"", ""^GSPC_1d""]",17500,1250,5,0.648449987472357,0.6072,0.541838187105759,0.52,"{""learning_rate"": 0.01, ""max_depth"": 4, ""n_estimators"": 700, ""subsample"": 0.7}",0.55,0.45,0.001,0.0,57.02196456196844,356.18482624582055,-299.1628616838521,0.6105948575410459,33.96905287748605,14.082870129785485,218,0.3,"[""ret_1"", ""ret_3"", ""ret_5"", ""ret_10"", ""close_ma20_ratio"", ""close_ma50_ratio"", ""ma20_slope"", ""ma50_slope"", ""rolling_std_10"", ""atr_close"", ""rsi_14"", ""roc_10"", ""intrabar_pos"", ""breakout_dist_20""]",models\ml_registry\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\BTC-USD_1d\gradient_boosting\model.joblib,models\ml_registry\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\BTC-USD_1d\gradient_boosting\metadata.json,analysis\results\ml\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\BTC-USD_1d_gradient_boosting.csv,analysis\results\ml\ml_20260421T080643Z_models-gradient_boosting-logistic-random_forest_seed-42_a8f28225\summary.csv
